record_id,location_id,source_id,time_of_record,visit_count_x,time_in_queue,assigned_employee_id,type_of_water_source,number_of_people_served,address,province_name,town_name,location_type,subjective_quality_score,visit_count_y,results,pollutant_ppm,biological,functionality_status,hour,month
47981,SoRu39396,SoRu39396224,12/29/2022 12:55,1,103,2,shared_tap,1108,14 Amadou & Mariam Avenue,Sokoto,Rural,Rural,3,1,,,,partially_functional,12,December
47982,KiRu30576,KiRu30576224,12/29/2022 12:59,1,0,36,well,284,85 Sahara Street,Kilimani,Rural,Rural,3,1,Clean,0.046707,5.18E-05,functional,12,December
47983,SoRu37474,SoRu37474224,12/29/2022 13:01,1,0,42,tap_in_home,856,90 Soko Soyinka Road,Sokoto,Rural,Rural,10,1,,,,functional,13,December
47984,HaRu17340,HaRu17340224,12/29/2022 13:02,1,0,46,well,234,50 Tahrir Square,Hawassa,Rural,Rural,1,1,Contaminated: Biological,0,262.668,functional,13,December
47985,AmDa11359,AmDa11359224,12/29/2022 13:03,1,0,1,tap_in_home,492,143 Johannesburg Street,Amanzi,Dahabu,Urban,10,1,,,,functional,13,December
47986,SoMa33662,SoMa33662224,12/29/2022 13:15,1,0,48,tap_in_home,958,122 Algiers Road,Sokoto,Majengo,Urban,10,1,,,,functional,13,December
47987,SoRu37275,SoRu37275224,12/29/2022 13:31,1,0,8,well,294,5 Kofi Annan Avenue,Sokoto,Rural,Rural,3,1,Clean,0.0316649,3.24E-05,functional,13,December
47988,KiRu30591,KiRu30591224,12/29/2022 13:34,1,0,3,tap_in_home,670,147 Sahara Street,Kilimani,Rural,Rural,10,1,,,,functional,13,December
47989,HaYa21474,HaYa21474224,12/29/2022 13:40,1,0,42,well,350,145 Okapi Road,Hawassa,Yaounde,Urban,2,1,Contaminated: Chemical,4.48987,0,functional,13,December
47990,HaRu20792,HaRu20792224,12/29/2022 13:40,1,0,34,tap_in_home,984,37 Tuku Street,Hawassa,Rural,Rural,10,1,,,,functional,13,December
47991,HaDj16678,HaDj16678224,12/29/2022 13:42,1,0,12,well,222,140 Durban Road,Hawassa,Djenne,Urban,2,1,Contaminated: Chemical,7.68177,0,functional,13,December
47992,HaRu19373,HaRu19373224,12/29/2022 13:46,1,240,12,shared_tap,3646,33 Twiga Lumumba Boulevard,Hawassa,Rural,Rural,3,1,,,,partially_functional,13,December
47993,AkRu06915,AkRu06915224,12/29/2022 13:47,1,0,2,tap_in_home_broken,608,81 Fisi Nkrumah Street,Akatsi,Rural,Rural,9,1,,,,non_functional,13,December
47994,HaSe21251,HaSe21251224,12/29/2022 13:53,1,0,8,well,276,139 Afro Beat Road,Hawassa,Serowe,Urban,3,1,Clean,0.04596,6.46E-06,functional,13,December
47995,HaZa21624,HaZa21624224,12/29/2022 13:59,1,0,46,well,356,7 Serengeti Court,Hawassa,Zanzibar,Urban,2,1,Contaminated: Chemical,8.05037,0,functional,13,December
47996,KiRu25595,KiRu25595224,12/29/2022 14:02,1,16,5,shared_tap,222,26 Usiku Court,Kilimani,Rural,Rural,7,1,,,,functional,14,December
47997,AkRu02714,AkRu02714224,12/29/2022 14:03,1,0,40,well,190,39 Nyota Avenue,Akatsi,Rural,Rural,2,1,Contaminated: Chemical,1.30988,0,functional,14,December
47998,KiIs23687,KiIs23687224,12/29/2022 14:06,1,0,48,well,382,123 Cape Coast Road,Kilimani,Isiqalo,Urban,1,1,Contaminated: Biological,0,318.664,functional,14,December
47999,SoRu38440,SoRu38440224,12/29/2022 14:22,8,98,42,shared_tap,996,108 Pwani Ya Joto Road,Sokoto,Rural,Rural,4,8,,,,partially_functional,14,December
48000,AkRu02841,AkRu02841224,12/29/2022 14:24,1,0,30,well,286,148 Nia Lane,Akatsi,Rural,Rural,2,1,Contaminated: Chemical,4.18875,0,functional,14,December
48001,HaRu17380,HaRu17380224,12/29/2022 14:35,1,0,46,tap_in_home,946,181 Rhodes Street,Hawassa,Rural,Rural,10,1,,,,functional,14,December
48002,SoRu36635,SoRu36635224,12/29/2022 14:41,1,25,18,shared_tap,1982,189 Machel Lane,Sokoto,Rural,Rural,6,1,,,,functional,14,December
48003,AmAs10494,AmAs10494224,12/29/2022 14:42,1,0,5,tap_in_home,784,154 Nadi Kijani Lane,Amanzi,Asmara,Urban,10,1,,,,functional,14,December
48004,HaRu17343,HaRu17343224,12/29/2022 15:06,4,134,38,shared_tap,2286,46 Tahrir Square,Hawassa,Rural,Rural,3,4,,,,partially_functional,15,December
48005,AmRu15078,AmRu15078224,12/29/2022 15:07,1,0,12,tap_in_home,458,20 Mto Maridadi Avenue,Amanzi,Rural,Rural,10,1,,,,functional,15,December
48006,HaDe16531,HaDe16531224,12/29/2022 15:08,1,0,24,tap_in_home,626,46 Yvonne Chaka Road,Hawassa,Deka,Urban,10,1,,,,functional,15,December
48007,AkRu03107,AkRu03107224,12/29/2022 15:37,1,0,42,well,360,58 Asmara Boulevard,Akatsi,Rural,Rural,3,1,Clean,0.0901101,18.3118,functional,15,December
48008,HaAm16154,HaAm16154224,12/29/2022 15:39,1,0,42,well,326,102 Kifaru Lumumba Road,Hawassa,Amina,Urban,1,1,Contaminated: Biological,0,35.4256,functional,15,December
48009,KiRu27874,KiRu27874224,12/29/2022 15:42,1,0,3,well,244,46 Haile Selassie Avenue,Kilimani,Rural,Rural,3,1,Clean,0.0148808,5.65E-05,functional,15,December
48010,KiRu28007,KiRu28007224,12/29/2022 16:18,2,123,12,shared_tap,1546,123 Duma Leakey Road,Kilimani,Rural,Rural,3,2,,,,partially_functional,16,December
48011,HaRu19960,HaRu19960224,12/29/2022 16:51,1,53,10,shared_tap,418,9 Jangwa Nyeupe Drive,Hawassa,Rural,Rural,5,1,,,,partially_functional,16,December
48012,KiRu27739,KiRu27739224,12/29/2022 17:18,7,132,40,shared_tap,1934,136 Desmond Tutu Street,Kilimani,Rural,Rural,3,7,,,,partially_functional,17,December
48013,AmPw12480,AmPw12480224,12/29/2022 17:52,3,30,5,shared_tap,502,106 Jengo Street,Amanzi,Pwani,Urban,10,3,,,,functional,17,December
48014,SoRu38610,SoRu38610224,12/29/2022 18:04,2,155,28,shared_tap,2990,65 Mlima Wa Ufalme Avenue,Sokoto,Rural,Rural,3,2,,,,partially_functional,18,December
48015,KiRu27197,KiRu27197224,12/29/2022 18:15,2,270,28,shared_tap,3010,101 Maseru Road,Kilimani,Rural,Rural,3,2,,,,partially_functional,18,December
48016,AkRu05056,AkRu05056224,12/29/2022 18:39,7,23,46,shared_tap,416,127 Bissau Street,Akatsi,Rural,Rural,5,7,,,,functional,18,December
48017,HaRu19960,HaRu19960224,12/30/2022 6:36,2,33,10,shared_tap,418,9 Jangwa Nyeupe Drive,Hawassa,Rural,Rural,5,2,,,,partially_functional,6,December
48018,AmPw12480,AmPw12480224,12/30/2022 7:14,4,57,5,shared_tap,502,106 Jengo Street,Amanzi,Pwani,Urban,10,4,,,,partially_functional,7,December
48019,SoRu38610,SoRu38610224,12/30/2022 7:16,3,170,28,shared_tap,2990,65 Mlima Wa Ufalme Avenue,Sokoto,Rural,Rural,3,3,,,,partially_functional,7,December
48020,HaRu17343,HaRu17343224,12/30/2022 7:34,5,203,38,shared_tap,2286,46 Tahrir Square,Hawassa,Rural,Rural,3,5,,,,partially_functional,7,December
48021,SoRu37241,SoRu37241224,12/30/2022 8:31,5,201,18,shared_tap,2344,36 Nelson Mandela Street,Sokoto,Rural,Rural,3,5,,,,partially_functional,8,December
48022,AmRu12792,AmRu12792224,12/30/2022 8:40,3,80,8,shared_tap,514,26 Kilimanjaro Drive,Amanzi,Rural,Rural,5,3,,,,partially_functional,8,December
48023,SoBa31734,SoBa31734224,12/30/2022 9:05,1,0,7,tap_in_home,368,115 Chura Usman Street,Sokoto,Bahari,Urban,10,1,,,,functional,9,December
48024,AmAm09966,AmAm09966224,12/30/2022 9:48,3,265,42,shared_tap,3832,74 Afro Jazz Street,Amanzi,Amina,Urban,3,3,,,,partially_functional,9,December
48025,SoBa31743,SoBa31743224,12/30/2022 9:50,1,0,48,well,376,198 Chura Usman Street,Sokoto,Bahari,Urban,3,1,Clean,0.0169626,7.70E-05,functional,9,December
48026,KiRu28761,KiRu28761224,12/30/2022 9:53,1,0,5,well,234,140 Bahari Nzuri Street,Kilimani,Rural,Rural,1,1,Contaminated: Biological,0,182.88,functional,9,December
48027,KiRu26130,KiRu26130224,12/30/2022 10:03,1,0,40,well,202,128 Nyerere Road,Kilimani,Rural,Rural,1,1,Contaminated: Biological,0,38.3412,functional,10,December
48028,AkRu07956,AkRu07956224,12/30/2022 10:04,1,0,42,well,366,159 Maji Mema Street,Akatsi,Rural,Rural,2,1,Contaminated: Chemical,1.1726,0,functional,10,December
48029,KiZu31081,KiZu31081224,12/30/2022 10:04,1,25,6,shared_tap,1984,6 Maputo Drive,Kilimani,Zuri,Urban,6,1,,,,functional,10,December
48030,KiHa23392,KiHa23392224,12/30/2022 10:04,1,0,24,tap_in_home,714,61 Samora Machel Road,Kilimani,Harare,Urban,10,1,,,,functional,10,December
48031,AkRu04503,AkRu04503224,12/30/2022 10:04,1,0,38,tap_in_home,746,139 Antananarivo Road,Akatsi,Rural,Rural,10,1,,,,functional,10,December
48032,AkRu08917,AkRu08917224,12/30/2022 10:09,4,74,8,shared_tap,502,18 Ladysmith Black Street,Akatsi,Rural,Rural,5,4,,,,partially_functional,10,December
48033,SoKo33073,SoKo33073224,12/30/2022 10:09,1,0,30,tap_in_home,884,10 Akili Parkway,Sokoto,Kofi,Urban,10,1,,,,functional,10,December
48034,AmDa11489,AmDa11489224,12/30/2022 10:14,1,0,30,tap_in_home,612,37 Johannesburg Street,Amanzi,Dahabu,Urban,10,1,,,,functional,10,December
48035,KiRu29475,KiRu29475224,12/30/2022 10:26,1,0,16,well,274,20 Bahari Nyeupe Street,Kilimani,Rural,Rural,2,1,Contaminated: Chemical,6.74495,0,functional,10,December
48036,HaZa21626,HaZa21626224,12/30/2022 10:27,1,0,10,tap_in_home,640,25 Serengeti Court,Hawassa,Zanzibar,Urban,10,1,,,,functional,10,December
48037,AkRu02967,AkRu02967224,12/30/2022 10:31,1,0,7,well,218,11 Sahara Terrace,Akatsi,Rural,Rural,2,1,Contaminated: Chemical,4.87733,0,functional,10,December
48038,KiMr24786,KiMr24786224,12/30/2022 10:36,1,0,3,well,196,12 Ziwa La Amani Drive,Kilimani,Mrembo,Urban,2,1,Contaminated: Chemical,3.07624,0,functional,10,December
48039,AmPw12431,AmPw12431224,12/30/2022 10:42,1,26,34,river,724,93 Jengo Street,Amanzi,Pwani,Urban,0,1,,,,non_functional,10,December
48040,KiZu31308,KiZu31308224,12/30/2022 10:47,1,0,14,tap_in_home,852,136 Conakry Street,Kilimani,Zuri,Urban,10,1,,,,functional,10,December
48041,AmRu15170,AmRu15170224,12/30/2022 10:57,1,0,7,tap_in_home,864,102 Mawimbi Maji Street,Amanzi,Rural,Rural,10,1,,,,functional,10,December
48042,HaYa21567,HaYa21567224,12/30/2022 10:58,1,0,10,tap_in_home,634,69 Wangari Maathai Avenue,Hawassa,Yaounde,Urban,10,1,,,,functional,10,December
48043,AkLu02493,AkLu02493224,12/30/2022 10:58,1,0,36,well,288,43 Ziwa La Kipepeo Drive,Akatsi,Lusaka,Urban,3,1,Clean,0.0609177,1.55E-05,functional,10,December
48044,KiRu27739,KiRu27739224,12/30/2022 11:01,8,133,40,shared_tap,1934,136 Desmond Tutu Street,Kilimani,Rural,Rural,3,8,,,,partially_functional,11,December
48045,KiRu26998,KiRu26998224,12/30/2022 11:07,1,221,42,shared_tap,2734,25 Zanzibar Street,Kilimani,Rural,Rural,3,1,,,,partially_functional,11,December
48046,KiZu31365,KiZu31365224,12/30/2022 11:27,1,0,48,tap_in_home,624,41 Mto Wa Maji Avenue,Kilimani,Zuri,Urban,10,1,,,,functional,11,December
48047,SoRu38777,SoRu38777224,12/30/2022 11:34,1,9,7,river,604,61 Mto Wa Ukarimu Street,Sokoto,Rural,Rural,10,1,,,,non_functional,11,December
48048,AkLu01986,AkLu01986224,12/30/2022 11:34,1,0,48,well,162,175 Kumasi Street,Akatsi,Lusaka,Urban,2,1,Contaminated: Chemical,1.10599,0,functional,11,December
48049,HaRu19373,HaRu19373224,12/30/2022 11:42,2,288,12,shared_tap,3646,33 Twiga Lumumba Boulevard,Hawassa,Rural,Rural,3,2,,,,partially_functional,11,December
48050,AkLu02412,AkLu02412224,12/30/2022 12:05,1,0,46,well,356,13 Maji Matulivu Avenue,Akatsi,Lusaka,Urban,1,1,Contaminated: Biological,0,485.162,functional,12,December
48051,KiRu28809,KiRu28809224,12/30/2022 12:06,1,0,38,well,304,108 Bahari Nzuri Street,Kilimani,Rural,Rural,1,1,Contaminated: Biological,0,35.429,functional,12,December
48052,HaRu17073,HaRu17073224,12/30/2022 12:15,1,0,1,well,296,116 Twiga Lane,Hawassa,Rural,Rural,10,1,Contaminated: Biological,0,262.668,functional,12,December
48053,AkRu05056,AkRu05056224,12/30/2022 12:16,8,40,46,shared_tap,416,127 Bissau Street,Akatsi,Rural,Rural,5,8,,,,partially_functional,12,December
48054,KiRu29885,KiRu29885224,12/30/2022 12:18,1,240,40,shared_tap,3412,72 Special Star Road,Kilimani,Rural,Rural,3,1,,,,partially_functional,12,December
48055,KiIs23706,KiIs23706224,12/30/2022 12:26,1,0,8,well,376,135 Cape Coast Road,Kilimani,Isiqalo,Urban,1,1,Contaminated: Biological,0,12.1216,functional,12,December
48056,AmAs10802,AmAs10802224,12/30/2022 12:40,1,0,5,tap_in_home,950,91 Jangwa La Fisi Street,Amanzi,Asmara,Urban,10,1,,,,functional,12,December
48057,AmAm09410,AmAm09410224,12/30/2022 12:42,1,19,24,river,672,39 Accra Avenue,Amanzi,Amina,Urban,0,1,,,,non_functional,12,December
48058,SoRu39027,SoRu39027224,12/30/2022 13:14,1,0,36,tap_in_home_broken,906,53 Asimbonanga Road,Sokoto,Rural,Rural,9,1,,,,non_functional,13,December
48059,KiRu27197,KiRu27197224,12/30/2022 13:25,3,230,28,shared_tap,3010,101 Maseru Road,Kilimani,Rural,Rural,3,3,,,,partially_functional,13,December
48060,HaDe16604,HaDe16604224,12/30/2022 13:32,1,0,1,well,184,54 Yvonne Chaka Road,Hawassa,Deka,Urban,1,1,Contaminated: Biological,0,262.668,functional,13,December
48061,AkLu01753,AkLu01753224,12/30/2022 13:34,1,0,10,well,190,126 Lilongwe Street,Akatsi,Lusaka,Urban,2,1,Contaminated: Chemical,6.93803,0,functional,13,December
48062,AmDa11654,AmDa11654224,12/30/2022 13:44,2,163,3,shared_tap,2670,28 Paka Amanpour Road,Amanzi,Dahabu,Urban,3,2,,,,partially_functional,13,December
48063,SoRu39396,SoRu39396224,12/30/2022 14:00,2,139,2,shared_tap,1108,14 Amadou & Mariam Avenue,Sokoto,Rural,Rural,3,2,,,,partially_functional,14,December
48064,AmDa11373,AmDa11373224,12/30/2022 14:03,8,67,1,shared_tap,972,80 Johannesburg Street,Amanzi,Dahabu,Urban,4,8,,,,partially_functional,14,December
48065,KiRu25348,KiRu25348224,12/30/2022 14:03,1,0,46,well,264,108 Mwanza Street,Kilimani,Rural,Rural,3,1,Clean,0.0939946,4.66E-05,functional,14,December
48066,AmRu13528,AmRu13528224,12/30/2022 14:08,1,0,30,tap_in_home,302,83 Casablanca Street,Amanzi,Rural,Rural,10,1,,,,functional,14,December
48067,AmPw12753,AmPw12753224,12/30/2022 14:08,1,0,3,tap_in_home_broken,930,39 Tumbili Kenyatta Avenue,Amanzi,Pwani,Urban,9,1,,,,non_functional,14,December
48068,AkRu03936,AkRu03936224,12/30/2022 14:33,4,119,2,shared_tap,1184,70 Haile Selassie Avenue,Akatsi,Rural,Rural,3,4,,,,partially_functional,14,December
48069,AmBe11140,AmBe11140224,12/30/2022 14:39,1,0,14,well,366,114 Mbuzi Mbeki Street,Amanzi,Bello,Urban,10,1,Contaminated: Biological,0,485.162,functional,14,December
48070,KiRu29706,KiRu29706224,12/30/2022 14:40,1,0,40,well,364,164 Ziwa La Upendo Street,Kilimani,Rural,Rural,1,1,Contaminated: Biological,0,96.6341,functional,14,December
48071,AmRu12922,AmRu12922224,12/30/2022 14:42,1,0,30,tap_in_home,314,4 Ostrich Run,Amanzi,Rural,Rural,10,1,,,,functional,14,December
48072,AkHa00758,AkHa00758224,12/30/2022 14:46,1,0,36,well,352,2 Mbube Avenue,Akatsi,Harare,Urban,1,1,Contaminated: Biological,0,182.88,functional,14,December
48073,HaRu18985,HaRu18985224,12/30/2022 14:58,1,0,48,well,326,101 Winnie Mandela Street,Hawassa,Rural,Rural,1,1,Contaminated: Biological,0,4.32095,functional,14,December
48074,AkRu08927,AkRu08927224,12/30/2022 14:58,1,0,3,well,322,166 Ladysmith Black Street,Akatsi,Rural,Rural,3,1,Clean,0.0529158,8.64E-05,functional,14,December
48075,HaDj16809,HaDj16809224,12/30/2022 15:00,1,0,34,well,166,141 Durban Road,Hawassa,Djenne,Urban,2,1,Contaminated: Chemical,4.20173,0,functional,15,December
48076,AmDa11867,AmDa11867224,12/30/2022 15:09,1,0,24,tap_in_home,770,66 Nyoka Achebe Street,Amanzi,Dahabu,Urban,10,1,,,,functional,15,December
48077,AkRu05924,AkRu05924224,12/30/2022 15:09,1,240,28,shared_tap,3136,112 Mbeki Street,Akatsi,Rural,Rural,3,1,,,,partially_functional,15,December
48078,AkRu03894,AkRu03894224,12/30/2022 15:15,1,17,1,shared_tap,560,37 Haile Selassie Avenue,Akatsi,Rural,Rural,7,1,,,,functional,15,December
48079,AkRu07156,AkRu07156224,12/30/2022 15:22,1,0,5,tap_in_home,664,160 Simba Tutu Street,Akatsi,Rural,Rural,10,1,,,,functional,15,December
48080,AmAm09841,AmAm09841224,12/30/2022 15:38,1,0,38,well,198,20 Afro Jazz Street,Amanzi,Amina,Urban,1,1,Contaminated: Biological,0,262.668,functional,15,December
48081,AkRu02701,AkRu02701224,12/30/2022 15:53,1,21,38,shared_tap,1288,56 Nyota Avenue,Akatsi,Rural,Rural,6,1,,,,functional,15,December
48082,AkRu03350,AkRu03350224,12/30/2022 15:54,1,0,12,tap_in_home,592,140 Savanna Street,Akatsi,Rural,Rural,10,1,,,,functional,15,December
48083,KiRu25853,KiRu25853224,12/30/2022 15:59,1,0,36,well,374,16 Kudu Square,Kilimani,Rural,Rural,2,1,Contaminated: Chemical,3.29459,0,functional,15,December
48084,AkRu04851,AkRu04851224,12/30/2022 15:59,1,0,18,well,214,91 Giza Street,Akatsi,Rural,Rural,2,1,Contaminated: Chemical,6.2723,0,functional,15,December
48085,AkRu05895,AkRu05895224,12/30/2022 16:00,1,0,42,well,284,75 Mbeki Street,Akatsi,Rural,Rural,2,1,Contaminated: Chemical,3.9782,0,functional,16,December
48086,AmRu13675,AmRu13675224,12/30/2022 16:03,1,0,12,tap_in_home_broken,610,23 Khartoum Avenue,Amanzi,Rural,Rural,9,1,,,,non_functional,16,December
48087,SoRu39117,SoRu39117224,12/30/2022 16:09,8,63,36,shared_tap,1178,144 Youssou N'Dour Road,Sokoto,Rural,Rural,3,8,,,,partially_functional,16,December
48088,HaAm15891,HaAm15891224,12/30/2022 16:16,1,0,48,well,388,57 Garang Street,Hawassa,Amina,Urban,10,1,Contaminated: Chemical,3.31175,0,functional,16,December
48089,AmAs10341,AmAs10341224,12/30/2022 16:24,1,0,2,tap_in_home_broken,568,25 Eto'o Street,Amanzi,Asmara,Urban,9,1,,,,non_functional,16,December
48090,SoIl32870,SoIl32870224,12/30/2022 16:36,1,0,7,well,368,119 Cape Verde Street,Sokoto,Ilanga,Urban,10,1,Contaminated: Chemical,3.23754,0,functional,16,December
48091,HaZa21773,HaZa21773224,12/30/2022 16:52,1,0,36,well,294,36 Kampala Road,Hawassa,Zanzibar,Urban,1,1,Contaminated: Biological,0,35.24,functional,16,December
48092,KiRu28007,KiRu28007224,12/30/2022 17:09,3,188,12,shared_tap,1546,123 Duma Leakey Road,Kilimani,Rural,Rural,3,3,,,,partially_functional,17,December
48093,HaRu20301,HaRu20301224,12/30/2022 19:00,4,56,5,shared_tap,322,44 Johnny Street,Hawassa,Rural,Rural,10,4,,,,partially_functional,19,December
48094,SoRu39396,SoRu39396224,12/31/2022 7:32,3,104,2,shared_tap,1108,14 Amadou & Mariam Avenue,Sokoto,Rural,Rural,3,3,,,,partially_functional,7,December
48095,AkRu03936,AkRu03936224,12/31/2022 7:58,5,204,2,shared_tap,1184,70 Haile Selassie Avenue,Akatsi,Rural,Rural,3,5,,,,partially_functional,7,December
48096,AmPw12480,AmPw12480224,12/31/2022 9:54,5,126,5,shared_tap,502,106 Jengo Street,Amanzi,Pwani,Urban,10,5,,,,partially_functional,9,December
48097,SoRu38610,SoRu38610224,12/31/2022 10:51,4,499,28,shared_tap,2990,65 Mlima Wa Ufalme Avenue,Sokoto,Rural,Rural,3,4,,,,partially_functional,10,December
48098,KiRu29885,KiRu29885224,12/31/2022 11:08,2,473,40,shared_tap,3412,72 Special Star Road,Kilimani,Rural,Rural,3,2,,,,partially_functional,11,December
48099,KiRu26998,KiRu26998224,12/31/2022 13:06,2,345,42,shared_tap,2734,25 Zanzibar Street,Kilimani,Rural,Rural,3,2,,,,partially_functional,13,December
48100,AmRu12792,AmRu12792224,12/31/2022 13:21,4,53,8,shared_tap,514,26 Kilimanjaro Drive,Amanzi,Rural,Rural,5,4,,,,partially_functional,13,December
48101,HaRu17343,HaRu17343224,12/31/2022 13:22,6,420,38,shared_tap,2286,46 Tahrir Square,Hawassa,Rural,Rural,3,6,,,,partially_functional,13,December
48102,AkRu05924,AkRu05924224,12/31/2022 13:22,2,206,28,shared_tap,3136,112 Mbeki Street,Akatsi,Rural,Rural,3,2,,,,partially_functional,13,December
48103,HaRu19960,HaRu19960224,12/31/2022 14:26,3,60,10,shared_tap,418,9 Jangwa Nyeupe Drive,Hawassa,Rural,Rural,5,3,,,,partially_functional,14,December
48104,HaRu20301,HaRu20301224,12/31/2022 14:44,5,35,5,shared_tap,322,44 Johnny Street,Hawassa,Rural,Rural,10,5,,,,partially_functional,14,December
48105,AmAm09966,AmAm09966224,12/31/2022 16:09,4,351,42,shared_tap,3832,74 Afro Jazz Street,Amanzi,Amina,Urban,3,4,,,,partially_functional,16,December
48106,SoRu37241,SoRu37241224,12/31/2022 16:37,6,339,18,shared_tap,2344,36 Nelson Mandela Street,Sokoto,Rural,Rural,3,6,,,,partially_functional,16,December
48107,HaRu19373,HaRu19373224,12/31/2022 16:44,3,403,12,shared_tap,3646,33 Twiga Lumumba Boulevard,Hawassa,Rural,Rural,3,3,,,,partially_functional,16,December
48108,AmDa11654,AmDa11654224,12/31/2022 16:55,3,224,3,shared_tap,2670,28 Paka Amanpour Road,Amanzi,Dahabu,Urban,3,3,,,,partially_functional,16,December
48109,KiRu28007,KiRu28007224,12/31/2022 18:30,4,218,12,shared_tap,1546,123 Duma Leakey Road,Kilimani,Rural,Rural,3,4,,,,partially_functional,18,December
48110,AkRu08917,AkRu08917224,12/31/2022 18:34,5,118,8,shared_tap,502,18 Ladysmith Black Street,Akatsi,Rural,Rural,5,5,,,,partially_functional,18,December
48111,KiRu27197,KiRu27197224,12/31/2022 18:44,4,190,28,shared_tap,3010,101 Maseru Road,Kilimani,Rural,Rural,3,4,,,,partially_functional,18,December
48112,AmPw12480,AmPw12480224,1/1/2023 7:23,6,18,5,shared_tap,502,106 Jengo Street,Amanzi,Pwani,Urban,10,6,,,,functional,7,January
48113,AmAm09966,AmAm09966224,1/1/2023 8:00,5,138,42,shared_tap,3832,74 Afro Jazz Street,Amanzi,Amina,Urban,3,5,,,,partially_functional,8,January
48114,KiRu26998,KiRu26998224,1/1/2023 8:30,3,67,42,shared_tap,2734,25 Zanzibar Street,Kilimani,Rural,Rural,3,3,,,,partially_functional,8,January
48115,KiRu27197,KiRu27197224,1/1/2023 8:39,5,130,28,shared_tap,3010,101 Maseru Road,Kilimani,Rural,Rural,3,5,,,,partially_functional,8,January
48116,AkRu08917,AkRu08917224,1/1/2023 8:39,6,33,8,shared_tap,502,18 Ladysmith Black Street,Akatsi,Rural,Rural,5,6,,,,partially_functional,8,January
48117,SoRu38610,SoRu38610224,1/1/2023 9:46,5,169,28,shared_tap,2990,65 Mlima Wa Ufalme Avenue,Sokoto,Rural,Rural,3,5,,,,partially_functional,9,January
48118,KiRu28007,KiRu28007224,1/1/2023 9:51,5,80,12,shared_tap,1546,123 Duma Leakey Road,Kilimani,Rural,Rural,3,5,,,,partially_functional,9,January
48119,HaRu19373,HaRu19373224,1/1/2023 9:57,4,72,12,shared_tap,3646,33 Twiga Lumumba Boulevard,Hawassa,Rural,Rural,3,4,,,,partially_functional,9,January
48120,KiRu29885,KiRu29885224,1/1/2023 10:54,3,147,40,shared_tap,3412,72 Special Star Road,Kilimani,Rural,Rural,3,3,,,,partially_functional,10,January
48121,HaRu17343,HaRu17343224,1/1/2023 11:10,7,118,38,shared_tap,2286,46 Tahrir Square,Hawassa,Rural,Rural,3,7,,,,partially_functional,11,January
48122,SoRu39396,SoRu39396224,1/1/2023 12:56,4,26,2,shared_tap,1108,14 Amadou & Mariam Avenue,Sokoto,Rural,Rural,3,4,,,,functional,12,January
48123,HaRu19960,HaRu19960224,1/1/2023 13:11,4,22,10,shared_tap,418,9 Jangwa Nyeupe Drive,Hawassa,Rural,Rural,5,4,,,,functional,13,January
48124,AkRu03936,AkRu03936224,1/1/2023 14:32,6,61,2,shared_tap,1184,70 Haile Selassie Avenue,Akatsi,Rural,Rural,3,6,,,,partially_functional,14,January
48125,AmRu12792,AmRu12792224,1/1/2023 16:28,5,20,8,shared_tap,514,26 Kilimanjaro Drive,Amanzi,Rural,Rural,5,5,,,,functional,16,January
48126,AmDa11654,AmDa11654224,1/1/2023 16:33,4,152,3,shared_tap,2670,28 Paka Amanpour Road,Amanzi,Dahabu,Urban,3,4,,,,partially_functional,16,January
48127,HaRu20301,HaRu20301224,1/1/2023 16:47,6,32,5,shared_tap,322,44 Johnny Street,Hawassa,Rural,Rural,10,6,,,,partially_functional,16,January
48128,AkRu05924,AkRu05924224,1/1/2023 18:37,3,166,28,shared_tap,3136,112 Mbeki Street,Akatsi,Rural,Rural,3,3,,,,partially_functional,18,January
48129,SoRu37241,SoRu37241224,1/1/2023 18:57,7,84,18,shared_tap,2344,36 Nelson Mandela Street,Sokoto,Rural,Rural,3,7,,,,partially_functional,18,January
48130,AkRu05924,AkRu05924224,1/2/2023 6:39,4,307,28,shared_tap,3136,112 Mbeki Street,Akatsi,Rural,Rural,3,4,,,,partially_functional,6,January
48131,KiRu29885,KiRu29885224,1/2/2023 7:49,4,132,40,shared_tap,3412,72 Special Star Road,Kilimani,Rural,Rural,3,4,,,,partially_functional,7,January
48132,AmAm09966,AmAm09966224,1/2/2023 9:06,6,322,42,shared_tap,3832,74 Afro Jazz Street,Amanzi,Amina,Urban,3,6,,,,partially_functional,9,January
48133,SoRu39024,SoRu39024224,1/2/2023 9:07,1,0,2,well,364,145 Asimbonanga Road,Sokoto,Rural,Rural,2,1,Contaminated: Chemical,7.77071,0,functional,9,January
48134,AkRu06438,AkRu06438224,1/2/2023 9:10,1,0,30,tap_in_home,538,181 Punda Kagame Street,Akatsi,Rural,Rural,10,1,,,,functional,9,January
48135,AkRu07914,AkRu07914224,1/2/2023 9:17,1,0,48,well,162,25 Maji Mema Street,Akatsi,Rural,Rural,1,1,Contaminated: Biological,0,485.162,functional,9,January
48136,KiZu31337,KiZu31337224,1/2/2023 9:19,1,240,0,shared_tap,3026,12 Kagame Court,Kilimani,Zuri,Urban,3,1,,,,partially_functional,9,January
48137,SoCh32105,SoCh32105224,1/2/2023 9:22,1,20,5,river,570,120 Lusaka Road,Sokoto,Cheche,Urban,0,1,,,,non_functional,9,January
